Number,Chapter_No,Chapter_Desc,Group_Code,Group_Desc,ICD10_3_Code,ICD10_3_Code_Desc,ICD10_Code,WHO_Full_Desc,Valid_ICD10_ClinicalUse,Valid_ICD10_Primary,Valid_ICD10_Asterisk,Valid_ICD10_Dagger,Valid_ICD10_Sequelae,Age_Range,Gender,Status,WHO_Start_date,WHO_End_date,WHO_Revision_History,SA_Start_Date,SA_End_Date,SA_Revision_History,Comment,,,,,,,,,,,,
12805,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T02,Fractures involving multiple body regions,T02.50,"Fractures involving multiple regions of both lower limbs, closed",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12806,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T02,Fractures involving multiple body regions,T02.51,"Fractures involving multiple regions of both lower limbs, open",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12807,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T02,Fractures involving multiple body regions,T02.6,Fractures involving multiple regions of upper limb(s) with lower limb(s),N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12808,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T02,Fractures involving multiple body regions,T02.60,"Fractures involving multiple regions of upper limb(s) with lower limb(s), closed",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12809,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T02,Fractures involving multiple body regions,T02.61,"Fractures involving multiple regions of upper limb(s) with lower limb(s), open",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12810,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T02,Fractures involving multiple body regions,T02.7,Fractures involving thorax with lower back and pelvis with limb(s),N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12811,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T02,Fractures involving multiple body regions,T02.70,"Fractures involving thorax with lower back and pelvis with limb(s), closed",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12812,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T02,Fractures involving multiple body regions,T02.71,"Fractures involving thorax with lower back and pelvis with limb(s), open",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12813,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T02,Fractures involving multiple body regions,T02.8,Fractures involving other combinations of body regions,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12814,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T02,Fractures involving multiple body regions,T02.80,"Fractures involving other combinations of body regions, closed",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12815,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T02,Fractures involving multiple body regions,T02.81,"Fractures involving other combinations of body regions, open",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12816,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T02,Fractures involving multiple body regions,T02.9,"Multiple fractures, unspecified",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12817,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T02,Fractures involving multiple body regions,T02.90,"Multiple fractures, unspecified, closed",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12818,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T02,Fractures involving multiple body regions,T02.91,"Multiple fractures, unspecified, open",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12819,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T03,"Dislocations, sprains and strains involving multiple body regions",T03,"Dislocations, sprains and strains involving multiple body regions",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12820,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T03,"Dislocations, sprains and strains involving multiple body regions",T03.0,"Dislocations, sprains and strains involving head with neck",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12821,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T03,"Dislocations, sprains and strains involving multiple body regions",T03.1,"Dislocations, sprains and strains involving thorax with lower back and pelvis",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12822,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T03,"Dislocations, sprains and strains involving multiple body regions",T03.2,"Dislocations, sprains and strains involving multiple regions of upper limb(s)",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12823,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T03,"Dislocations, sprains and strains involving multiple body regions",T03.3,"Dislocations, sprains and strains involving multiple regions of lower limb(s)",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12824,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T03,"Dislocations, sprains and strains involving multiple body regions",T03.4,"Dislocations, sprains and strains involving multiple regions of upper limb(s) with lower limb(s)",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12825,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T03,"Dislocations, sprains and strains involving multiple body regions",T03.8,"Dislocations, sprains and strains involving other combinations of body regions",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12826,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T03,"Dislocations, sprains and strains involving multiple body regions",T03.9,"Multiple dislocations, sprains and strains, unspecified",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12827,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T04,Crushing injuries involving multiple body regions,T04,Crushing injuries involving multiple body regions,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12828,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T04,Crushing injuries involving multiple body regions,T04.0,Crushing injuries involving head with neck,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12829,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T04,Crushing injuries involving multiple body regions,T04.1,"Crushing injuries involving thorax with abdomen, lower back and pelvis",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12830,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T04,Crushing injuries involving multiple body regions,T04.2,Crushing injuries involving multiple regions of upper limb(s),Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12831,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T04,Crushing injuries involving multiple body regions,T04.3,Crushing injuries involving multiple regions of lower limb(s),Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12832,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T04,Crushing injuries involving multiple body regions,T04.4,Crushing injuries involving multiple regions of upper limb(s) with lower limb(s),Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12833,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T04,Crushing injuries involving multiple body regions,T04.7,"Crushing injuries of thorax with abdomen, lower back and pelvis with limb(s)",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12834,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T04,Crushing injuries involving multiple body regions,T04.8,Crushing injuries involving other combinations of body regions,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12835,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T04,Crushing injuries involving multiple body regions,T04.9,"Multiple crushing injuries, unspecified",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12836,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T05,Traumatic amputations involving multiple body regions,T05,Traumatic amputations involving multiple body regions,N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12837,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T05,Traumatic amputations involving multiple body regions,T05.0,Traumatic amputation of both hands,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12838,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T05,Traumatic amputations involving multiple body regions,T05.1,"Traumatic amputation of one hand and other arm [any level, except hand]",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12839,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T05,Traumatic amputations involving multiple body regions,T05.2,Traumatic amputation of both arms [any level],Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12840,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T05,Traumatic amputations involving multiple body regions,T05.3,Traumatic amputation of both feet,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12841,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T05,Traumatic amputations involving multiple body regions,T05.4,"Traumatic amputation of one foot and other leg [any level, except foot]",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12842,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T05,Traumatic amputations involving multiple body regions,T05.5,Traumatic amputation of both legs [any level],Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12843,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T05,Traumatic amputations involving multiple body regions,T05.6,"Traumatic amputation of upper and lower limbs, any combination [any level]",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12844,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T05,Traumatic amputations involving multiple body regions,T05.8,Traumatic amputations involving other combinations of body regions,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12845,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T05,Traumatic amputations involving multiple body regions,T05.9,"Multiple traumatic amputations, unspecified",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12846,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T06,"Other injuries involving multiple body regions, not elsewhere classified",T06,"Other injuries involving multiple body regions, not elsewhere classified",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12847,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T06,"Other injuries involving multiple body regions, not elsewhere classified",T06.0,Injuries of brain and cranial nerves with injuries of nerves and spinal cord at neck level,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12848,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T06,"Other injuries involving multiple body regions, not elsewhere classified",T06.1,Injuries of nerves and spinal cord involving other multiple body regions,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12849,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T06,"Other injuries involving multiple body regions, not elsewhere classified",T06.2,Injuries of nerves involving multiple body regions,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12850,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T06,"Other injuries involving multiple body regions, not elsewhere classified",T06.3,Injuries of blood vessels involving multiple body regions,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12851,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T06,"Other injuries involving multiple body regions, not elsewhere classified",T06.4,Injuries of muscles and tendons involving multiple body regions,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12852,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T06,"Other injuries involving multiple body regions, not elsewhere classified",T06.5,Injuries of intrathoracic organs with intra-abdominal and pelvic organs,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12853,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T06,"Other injuries involving multiple body regions, not elsewhere classified",T06.8,Other specified injuries involving multiple body regions,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12854,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",208 (T00-T07),Injuries involving multiple body regions,T07,Unspecified multiple injuries,T07,Unspecified multiple injuries,Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12855,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",209 (T08-T14),"Injuries to unspecified parts of trunk, limb or body region",T08,"Fracture of spine, level unspecified",T08,"Fracture of spine, level unspecified",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12856,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",209 (T08-T14),"Injuries to unspecified parts of trunk, limb or body region",T08,"Fracture of spine, level unspecified",T08.X0,"Fracture of spine, level unspecified, closed",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12857,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",209 (T08-T14),"Injuries to unspecified parts of trunk, limb or body region",T08,"Fracture of spine, level unspecified",T08.X1,"Fracture of spine, level unspecified, open",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12858,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",209 (T08-T14),"Injuries to unspecified parts of trunk, limb or body region",T09,"Other injuries of spine and trunk, level unspecified",T09,"Other injuries of spine and trunk, level unspecified",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,
12859,CHAPTER XIX,"Injury, poisoning and certain other consequences of external causes (S00-T98)",209 (T08-T14),"Injuries to unspecified parts of trunk, limb or body region",T09,"Other injuries of spine and trunk, level unspecified",T09.0,"Superficial injury of trunk, level unspecified",Y,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,,
